contact_id,message,dir,emotion
user_1094,"To be honest, That's it I'm done at the moment",sent,anger
user_1095,"To be honest, That's it incredibly I'm done right now",sent,anger
user_1096,"Hey, That's totally it I'm done right now",sent,anger
user_1097,"Just so you know, That's it I'm done...",sent,anger
user_1098,"Honestly, That's it I'm done right now",sent,anger
user_1099,"Hey, That's so it I'm done!!",sent,anger
user_1100,You've crossed the line,sent,anger
user_1101,"Listen, You've crossed the line honestly",sent,anger
user_1102,"Honestly, You've crossed the line seriously",sent,anger
user_1103,"Just so you know, You've very crossed the line at the moment",sent,anger
user_1104,"I have to tell you, You've crossed the line right now",sent,anger
user_1105,"Listen, You've crossed the line at the moment",sent,anger
user_1106,"I have to tell you, You've crossed the line honestly",sent,anger
user_1107,"You know what, You've crossed the line",sent,anger
user_1108,"Hey, You've crossed the line",sent,anger
user_1109,"Honestly, You've crossed the line honestly",sent,anger
user_1110,"I have to tell you, You've crossed the line",sent,anger
user_1111,How could you,sent,anger
user_1112,"Hey, How could you for real",sent,anger
user_1113,"Just so you know, How could you!!",sent,anger
user_1114,"I just want to say, How could you at the moment",sent,anger
user_1115,"Listen, How could truly you honestly",sent,anger
user_1116,"To be honest, How could you!!",sent,anger
user_1117,"Hey, How could really you!!",sent,anger
user_1118,"Hey, How could you!!",sent,anger
user_1119,"Honestly, How could truly you today",sent,anger
user_1120,How could incredibly you today,sent,anger
user_1121,"To be honest, How could so you right now",sent,anger
user_1122,Unforgivable,sent,anger
user_1123,"Listen, Unforgivable today",sent,anger
user_1124,"Hey, Unforgivable!!",sent,anger
user_1125,"I just want to say, Unforgivable seriously",sent,anger
user_1126,"To be honest, Unforgivable seriously",sent,anger
user_1127,"I just want to say, Unforgivable!!",sent,anger
user_1128,"Hey, Unforgivable seriously",sent,anger
user_1129,"You know what, Unforgivable today",sent,anger
user_1130,"Listen, Unforgivable!!",sent,anger
user_1131,"I just want to say, Unforgivable honestly",sent,anger
user_1132,"I have to tell you, Unforgivable at the moment",sent,anger
user_1133,This is war,sent,anger
user_1134,"Listen, This absolutely is war seriously",sent,anger
user_1135,"Just so you know, This is extremely war...",sent,anger
user_1136,"Hey, This is war for real",sent,anger
user_1137,This is war,sent,anger
user_1138,"Hey, This utterly is war!!",sent,anger
user_1139,"Hey, This is completely war at the moment",sent,anger
user_1140,"Listen, This is war...",sent,anger
user_1141,"You know what, This is war",sent,anger
user_1142,"To be honest, This is war seriously",sent,anger
user_1143,"Hey, This is war seriously",sent,anger
user_1144,You'll regret this,sent,anger
user_1145,"Just so you know, You'll extremely regret this",sent,anger
user_1146,"Hey, You'll regret this...",sent,anger
user_1147,"Just so you know, You'll regret this!",sent,anger
user_1148,"I have to tell you, You'll regret this",sent,anger
user_1149,"I have to tell you, You'll regret this!",sent,anger
user_1150,"Honestly, You'll regret this honestly",sent,anger
user_1151,"You know what, You'll regret this",sent,anger
user_1152,"I have to tell you, You'll totally regret this seriously",sent,anger
user_1153,"You know what, You'll regret utterly this honestly",sent,anger
user_1154,"You know what, You'll regret absolutely this today",sent,anger
user_1155,Absolutely outraged,sent,anger
user_1156,"To be honest, Absolutely outraged at the moment",sent,anger
user_1157,"Just so you know, Absolutely outraged seriously",sent,anger
user_1158,"To be honest, Absolutely outraged right now",sent,anger
user_1159,"Hey, Absolutely outraged at the moment",sent,anger
user_1160,Absolutely outraged!!,sent,anger
user_1161,"To be honest, Absolutely outraged!!",sent,anger
user_1162,"I just want to say, Absolutely outraged",sent,anger
user_1163,"To be honest, Absolutely outraged for real",sent,anger
user_1164,"Just so you know, Absolutely outraged",sent,anger
user_1165,"I just want to say, Absolutely outraged right now",sent,anger
user_1166,I feel so sad,sent,sadness
user_1167,"I just want to say, I feel so very sad right now",sent,sadness
user_1168,"I have to tell you, I feel so sad today",sent,sadness
user_1169,"To be honest, I feel so sad today",sent,sadness
user_1170,"I have to tell you, I feel so sad for real",sent,sadness
user_1171,"Listen, I feel so sad at the moment",sent,sadness
user_1172,I feel so sad seriously,sent,sadness
user_1173,"Just so you know, I feel so sad today",sent,sadness
user_1174,"You know what, I feel so sad right now",sent,sadness
user_1175,"Listen, I feel so sad for real",sent,sadness
user_1176,"Hey, I feel so sad for real",sent,sadness
user_1177,This makes me cry,sent,sadness
user_1178,"To be honest, This makes truly me cry",sent,sadness
user_1179,"Listen, This makes me cry...",sent,sadness
user_1180,This makes me cry honestly,sent,sadness
user_1181,"Honestly, This makes me incredibly cry right now",sent,sadness
user_1182,This makes me really cry...,sent,sadness
user_1183,"Hey, This makes completely me cry at the moment",sent,sadness
user_1184,This makes me cry right now,sent,sadness
user_1185,"Honestly, This makes me cry at the moment",sent,sadness
user_1186,This completely makes me cry!,sent,sadness
user_1187,"I have to tell you, This so makes me cry today",sent,sadness
user_1188,My heart is breaking,sent,sadness
user_1189,"I have to tell you, My so heart is breaking...",sent,sadness
user_1190,"You know what, My heart is breaking seriously",sent,sadness
user_1191,"I just want to say, My heart is breaking",sent,sadness
user_1192,"Just so you know, My heart is completely breaking at the moment",sent,sadness
user_1193,"You know what, My absolutely heart is breaking at the moment",sent,sadness
user_1194,"Honestly, My heart is breaking!",sent,sadness
user_1195,"To be honest, My heart is breaking",sent,sadness
user_1196,"Hey, My heart is extremely breaking seriously",sent,sadness
user_1197,"You know what, My heart is breaking at the moment",sent,sadness
user_1198,"Honestly, My heart is breaking today",sent,sadness
user_1199,I'm so down today,sent,sadness
user_1200,"I just want to say, I'm so down today seriously",sent,sadness
user_1201,"Hey, I'm completely so down today for real",sent,sadness
user_1202,"I have to tell you, I'm so down really today!",sent,sadness
user_1203,"I just want to say, I'm so down today seriously",sent,sadness
user_1204,"Hey, I'm so down today!",sent,sadness
user_1205,"Just so you know, I'm so down today for real",sent,sadness
user_1206,"You know what, I'm so down today!!",sent,sadness
user_1207,"Honestly, I'm so incredibly down today today",sent,sadness
user_1208,"To be honest, I'm so down truly today for real",sent,sadness
user_1209,"You know what, I'm so down truly today!",sent,sadness
user_1210,Feeling blue,sent,sadness
user_1211,"I have to tell you, Feeling blue at the moment",sent,sadness
user_1212,"To be honest, Feeling blue honestly",sent,sadness
user_1213,"Hey, Feeling blue!!",sent,sadness
user_1214,"Hey, Feeling blue honestly",sent,sadness
user_1215,"Just so you know, Feeling blue seriously",sent,sadness
user_1216,"Just so you know, Feeling blue at the moment",sent,sadness
user_1217,"Listen, Feeling blue for real",sent,sadness
user_1218,"Honestly, Feeling blue right now",sent,sadness
user_1219,"Hey, Feeling blue!!",sent,sadness
user_1220,"Hey, Feeling blue at the moment",sent,sadness
user_1221,Tears falling,sent,sadness
user_1222,"Listen, Tears falling!!",sent,sadness
user_1223,"You know what, Tears falling!",sent,sadness
user_1224,"Hey, Tears falling!!",sent,sadness
user_1225,"To be honest, Tears falling at the moment",sent,sadness
user_1226,"I just want to say, Tears falling",sent,sadness
user_1227,"To be honest, Tears falling honestly",sent,sadness
user_1228,"Honestly, Tears falling!",sent,sadness
user_1229,Tears falling...,sent,sadness
user_1230,Tears falling!!,sent,sadness
user_1231,"Honestly, Tears falling",sent,sadness
user_1232,Can't stop crying,sent,sadness
user_1233,Can't absolutely stop crying!,sent,sadness
user_1234,"I have to tell you, Can't stop crying seriously",sent,sadness
user_1235,"I have to tell you, Can't really stop crying!!",sent,sadness
user_1236,"I just want to say, Can't stop crying right now",sent,sadness
user_1237,"I have to tell you, Can't stop crying at the moment",sent,sadness
user_1238,"I just want to say, Can't stop crying!!",sent,sadness
user_1239,"To be honest, Can't stop crying seriously",sent,sadness
user_1240,"You know what, Can't completely stop crying!!",sent,sadness
user_1241,"Listen, Can't stop crying right now",sent,sadness
user_1242,"I have to tell you, Can't stop truly crying honestly",sent,sadness
user_1243,Heavy heart,sent,sadness
user_1244,"I have to tell you, Heavy heart",sent,sadness
user_1245,"I just want to say, Heavy heart seriously",sent,sadness
user_1246,"Honestly, Heavy heart seriously",sent,sadness
user_1247,"Hey, Heavy heart!",sent,sadness
user_1248,"Hey, Heavy heart!",sent,sadness
user_1249,"Hey, Heavy heart today",sent,sadness
user_1250,"Listen, Heavy heart!!",sent,sadness
user_1251,"You know what, Heavy heart!",sent,sadness
user_1252,Heavy heart...,sent,sadness
user_1253,"I have to tell you, Heavy heart!",sent,sadness
user_1254,Deep sadness,sent,sadness
user_1255,"Just so you know, Deep sadness today",sent,sadness
user_1256,"Just so you know, Deep sadness honestly",sent,sadness
user_1257,"To be honest, Deep sadness",sent,sadness
user_1258,"You know what, Deep sadness!!",sent,sadness
user_1259,"To be honest, Deep sadness!!",sent,sadness
user_1260,"Hey, Deep sadness seriously",sent,sadness
user_1261,Deep sadness today,sent,sadness
user_1262,"I just want to say, Deep sadness honestly",sent,sadness
user_1263,"Just so you know, Deep sadness honestly",sent,sadness
user_1264,"Just so you know, Deep sadness!!",sent,sadness
user_1265,Overwhelming sorrow,sent,sadness
user_1266,"Honestly, Overwhelming sorrow...",sent,sadness
user_1267,"Just so you know, Overwhelming sorrow!",sent,sadness
user_1268,"Hey, Overwhelming sorrow!",sent,sadness
user_1269,"Listen, Overwhelming sorrow honestly",sent,sadness
user_1270,"I have to tell you, Overwhelming sorrow for real",sent,sadness
user_1271,"I have to tell you, Overwhelming sorrow honestly",sent,sadness
user_1272,"Just so you know, Overwhelming sorrow",sent,sadness
user_1273,"Just so you know, Overwhelming sorrow today",sent,sadness
user_1274,"I have to tell you, Overwhelming sorrow right now",sent,sadness
user_1275,"To be honest, Overwhelming sorrow!",sent,sadness
user_1276,Drowning in sadness,sent,sadness
user_1277,"To be honest, Drowning in sadness",sent,sadness
user_1278,"I just want to say, Drowning in sadness!",sent,sadness
user_1279,"You know what, Drowning in sadness at the moment",sent,sadness
user_1280,"Hey, Drowning in sadness seriously",sent,sadness
user_1281,"I just want to say, Drowning incredibly in sadness right now",sent,sadness
user_1282,"You know what, Drowning in very sadness seriously",sent,sadness
user_1283,"To be honest, Drowning utterly in sadness at the moment",sent,sadness
user_1284,"Listen, Drowning in sadness today",sent,sadness
user_1285,"To be honest, Drowning in sadness at the moment",sent,sadness
user_1286,"Honestly, Drowning in truly sadness at the moment",sent,sadness
user_1287,Lost and sad,sent,sadness
user_1288,"Hey, Lost and sad today",sent,sadness
user_1289,"Just so you know, Lost and sad...",sent,sadness
user_1290,"Hey, Lost and extremely sad honestly",sent,sadness
user_1291,"Listen, Lost and sad at the moment",sent,sadness
user_1292,"To be honest, Lost completely and sad",sent,sadness
user_1293,"Listen, Lost so and sad at the moment",sent,sadness
user_1294,Lost and truly sad...,sent,sadness
user_1295,"To be honest, Lost and sad!!",sent,sadness
user_1296,"I just want to say, Lost and sad!!",sent,sadness
user_1297,"Listen, Lost and sad seriously",sent,sadness
user_1298,Nothing feels right,sent,sadness
user_1299,"I have to tell you, Nothing truly feels right!!",sent,sadness
user_1300,"I just want to say, Nothing feels right...",sent,sadness
user_1301,"Honestly, Nothing feels right",sent,sadness
user_1302,"Just so you know, Nothing feels truly right at the moment",sent,sadness
user_1303,"Honestly, Nothing feels absolutely right honestly",sent,sadness
user_1304,Nothing feels right today,sent,sadness
user_1305,"Honestly, Nothing feels truly right seriously",sent,sadness
user_1306,"Just so you know, Nothing feels right right now",sent,sadness
user_1307,"Hey, Nothing utterly feels right today",sent,sadness
user_1308,"Hey, Nothing feels right honestly",sent,sadness
user_1309,Empty inside,sent,sadness
user_1310,Empty inside...,sent,sadness
user_1311,"To be honest, Empty inside for real",sent,sadness
user_1312,"You know what, Empty inside today",sent,sadness
user_1313,"To be honest, Empty inside!!",sent,sadness
user_1314,"I have to tell you, Empty inside today",sent,sadness
user_1315,"Honestly, Empty inside for real",sent,sadness
user_1316,"I just want to say, Empty inside...",sent,sadness
user_1317,Empty inside!,sent,sadness
user_1318,"You know what, Empty inside for real",sent,sadness
user_1319,"Honestly, Empty inside for real",sent,sadness
user_1320,Aching heart,sent,sadness
user_1321,"Hey, Aching heart at the moment",sent,sadness
user_1322,"To be honest, Aching heart!",sent,sadness
user_1323,"Hey, Aching heart today",sent,sadness
user_1324,"Hey, Aching heart...",sent,sadness
user_1325,"You know what, Aching heart!!",sent,sadness
user_1326,"I have to tell you, Aching heart honestly",sent,sadness
user_1327,"I have to tell you, Aching heart!!",sent,sadness
user_1328,"I have to tell you, Aching heart right now",sent,sadness
user_1329,"You know what, Aching heart today",sent,sadness
user_1330,"You know what, Aching heart for real",sent,sadness
user_1331,Painful memories,sent,sadness
user_1332,"You know what, Painful memories at the moment",sent,sadness
user_1333,"You know what, Painful memories today",sent,sadness
user_1334,"I have to tell you, Painful memories",sent,sadness
user_1335,"Just so you know, Painful memories honestly",sent,sadness
user_1336,"I have to tell you, Painful memories",sent,sadness
user_1337,"Just so you know, Painful memories right now",sent,sadness
user_1338,Painful memories right now,sent,sadness
user_1339,"Honestly, Painful memories",sent,sadness
user_1340,Painful memories!!,sent,sadness
user_1341,"Honestly, Painful memories!",sent,sadness
user_1342,Missing you so much,sent,sadness
user_1343,"To be honest, Missing you so much at the moment",sent,sadness
user_1344,"I just want to say, Missing you absolutely so much at the moment",sent,sadness
user_1345,"I just want to say, Missing extremely you so much honestly",sent,sadness
user_1346,"Hey, Missing you so so much",sent,sadness
user_1347,Missing you so much,sent,sadness
user_1348,"I just want to say, Missing you so much today",sent,sadness
user_1349,"Listen, Missing you so much seriously",sent,sadness
user_1350,Missing you utterly so much!!,sent,sadness
user_1351,"Listen, Missing you so much right now",sent,sadness
user_1352,"Honestly, Missing you so much today",sent,sadness
user_1353,Wish things were different,sent,sadness
user_1354,"I just want to say, Wish things were different at the moment",sent,sadness
user_1355,"Listen, Wish things were different right now",sent,sadness
user_1356,"Listen, Wish things were extremely different today",sent,sadness
user_1357,"Listen, Wish things utterly were different at the moment",sent,sadness
user_1358,"Just so you know, Wish things incredibly were different honestly",sent,sadness
user_1359,"You know what, Wish things were different honestly",sent,sadness
user_1360,"Honestly, Wish things were different...",sent,sadness
user_1361,"You know what, Wish utterly things were different right now",sent,sadness
user_1362,"Just so you know, Wish things absolutely were different seriously",sent,sadness
user_1363,"Just so you know, Wish things were different for real",sent,sadness
user_1364,Life feels meaningless,sent,sadness
user_1365,"I have to tell you, Life feels meaningless for real",sent,sadness
user_1366,"I just want to say, Life feels meaningless right now",sent,sadness
user_1367,Life feels meaningless honestly,sent,sadness
user_1368,"Just so you know, Life feels extremely meaningless!!",sent,sadness
user_1369,"I have to tell you, Life incredibly feels meaningless today",sent,sadness
user_1370,"Hey, Life feels meaningless for real",sent,sadness
user_1371,"Hey, Life feels so meaningless for real",sent,sadness
user_1372,Life feels meaningless...,sent,sadness
user_1373,"Just so you know, Life really feels meaningless...",sent,sadness
user_1374,"Honestly, Life feels extremely meaningless at the moment",sent,sadness
user_1375,Dark clouds hanging,sent,sadness
user_1376,"To be honest, Dark clouds totally hanging seriously",sent,sadness
user_1377,"Honestly, Dark extremely clouds hanging at the moment",sent,sadness
user_1378,"Honestly, Dark clouds completely hanging...",sent,sadness
user_1379,"Listen, Dark truly clouds hanging",sent,sadness
user_1380,"I have to tell you, Dark clouds hanging for real",sent,sadness
user_1381,"Honestly, Dark clouds hanging at the moment",sent,sadness
user_1382,"Honestly, Dark clouds hanging today",sent,sadness
user_1383,"Hey, Dark clouds extremely hanging",sent,sadness
user_1384,"Honestly, Dark completely clouds hanging...",sent,sadness
user_1385,"Just so you know, Dark clouds hanging!!",sent,sadness
user_1386,Sinking feeling,sent,sadness
user_1387,"You know what, Sinking feeling honestly",sent,sadness
user_1388,"Listen, Sinking feeling",sent,sadness
user_1389,Sinking feeling,sent,sadness
user_1390,Sinking feeling at the moment,sent,sadness
user_1391,"Just so you know, Sinking feeling today",sent,sadness
user_1392,"Listen, Sinking feeling for real",sent,sadness
user_1393,"Just so you know, Sinking feeling!",sent,sadness
user_1394,"Listen, Sinking feeling",sent,sadness
user_1395,"You know what, Sinking feeling",sent,sadness
user_1396,Sinking feeling,sent,sadness
user_1397,Tears won't stop,sent,sadness
user_1398,"Listen, Tears incredibly won't stop today",sent,sadness
user_1399,"To be honest, Tears won't stop seriously",sent,sadness
user_1400,"Honestly, Tears won't stop!",sent,sadness
user_1401,"Hey, Tears won't stop at the moment",sent,sadness
user_1402,"I have to tell you, Tears won't stop for real",sent,sadness
user_1403,"Listen, Tears won't truly stop today",sent,sadness
user_1404,"Honestly, Tears won't utterly stop!!",sent,sadness
user_1405,"I have to tell you, Tears won't stop honestly",sent,sadness
user_1406,"To be honest, Tears so won't stop right now",sent,sadness
user_1407,Tears won't so stop for real,sent,sadness
user_1408,Broken hearted,sent,sadness
user_1409,"Hey, Broken hearted honestly",sent,sadness
user_1410,"Honestly, Broken hearted right now",sent,sadness
user_1411,Broken hearted at the moment,sent,sadness
user_1412,"I just want to say, Broken hearted!",sent,sadness
user_1413,"Listen, Broken hearted for real",sent,sadness
user_1414,"You know what, Broken hearted right now",sent,sadness
user_1415,"Just so you know, Broken hearted seriously",sent,sadness
user_1416,"You know what, Broken hearted for real",sent,sadness
user_1417,"You know what, Broken hearted today",sent,sadness
user_1418,"Just so you know, Broken hearted!",sent,sadness
user_1419,Crushed spirit,sent,sadness
user_1420,"I have to tell you, Crushed spirit!",sent,sadness
user_1421,"To be honest, Crushed spirit!",sent,sadness
user_1422,"Honestly, Crushed spirit right now",sent,sadness
user_1423,"To be honest, Crushed spirit!",sent,sadness
user_1424,"I just want to say, Crushed spirit!",sent,sadness
user_1425,"To be honest, Crushed spirit honestly",sent,sadness
user_1426,"I have to tell you, Crushed spirit for real",sent,sadness
user_1427,"To be honest, Crushed spirit!",sent,sadness
user_1428,Crushed spirit seriously,sent,sadness
user_1429,"To be honest, Crushed spirit right now",sent,sadness
user_1430,Weighed down by sadness,sent,sadness
user_1431,"I just want to say, Weighed down truly by sadness!",sent,sadness
user_1432,Weighed down by sadness right now,sent,sadness
user_1433,"You know what, Weighed down truly by sadness!!",sent,sadness
user_1434,"You know what, Weighed down by sadness for real",sent,sadness
user_1435,"I have to tell you, Weighed utterly down by sadness right now",sent,sadness
user_1436,"Hey, Weighed down extremely by sadness...",sent,sadness
user_1437,"I just want to say, Weighed so down by sadness!!",sent,sadness
user_1438,"Listen, Weighed down absolutely by sadness at the moment",sent,sadness
user_1439,"You know what, Weighed down by sadness at the moment",sent,sadness
user_1440,"Hey, Weighed down by sadness!",sent,sadness
user_1441,Can't see the light,sent,sadness
user_1442,"To be honest, Can't see the truly light for real",sent,sadness
user_1443,"Listen, Can't see absolutely the light honestly",sent,sadness
user_1444,"Just so you know, Can't see the light today",sent,sadness
user_1445,"Just so you know, Can't completely see the light at the moment",sent,sadness
user_1446,"Hey, Can't utterly see the light...",sent,sadness
user_1447,"Listen, Can't see the truly light seriously",sent,sadness
user_1448,Can't see the extremely light today,sent,sadness
user_1449,"Honestly, Can't see the light",sent,sadness
user_1450,"I have to tell you, Can't extremely see the light",sent,sadness
user_1451,"Hey, Can't see the light for real",sent,sadness
user_1452,Everything hurts,sent,sadness
user_1453,"To be honest, Everything hurts right now",sent,sadness
user_1454,"Hey, Everything hurts for real",sent,sadness
user_1455,"Honestly, Everything hurts",sent,sadness
user_1456,"Just so you know, Everything hurts honestly",sent,sadness
user_1457,"Listen, Everything hurts today",sent,sadness
user_1458,"Hey, Everything hurts right now",sent,sadness
user_1459,"Honestly, Everything hurts seriously",sent,sadness
user_1460,"Hey, Everything hurts!",sent,sadness
user_1461,"Honestly, Everything hurts!!",sent,sadness
user_1462,"Just so you know, Everything hurts today",sent,sadness
user_1463,Feeling hopeless,sent,sadness
user_1464,Feeling hopeless...,sent,sadness
user_1465,"Honestly, Feeling hopeless today",sent,sadness
user_1466,"You know what, Feeling hopeless!!",sent,sadness
user_1467,"I just want to say, Feeling hopeless right now",sent,sadness
user_1468,"I have to tell you, Feeling hopeless right now",sent,sadness
user_1469,"I have to tell you, Feeling hopeless honestly",sent,sadness
user_1470,"Just so you know, Feeling hopeless",sent,sadness
user_1471,"You know what, Feeling hopeless right now",sent,sadness
user_1472,"Just so you know, Feeling hopeless for real",sent,sadness
user_1473,"Listen, Feeling hopeless honestly",sent,sadness
user_1474,Lost my way,sent,sadness
user_1475,"Just so you know, Lost my absolutely way honestly",sent,sadness
user_1476,"Hey, Lost extremely my way today",sent,sadness
user_1477,"You know what, Lost my way honestly",sent,sadness
user_1478,"Honestly, Lost totally my way for real",sent,sadness
user_1479,"You know what, Lost my way...",sent,sadness
user_1480,"Listen, Lost my absolutely way for real",sent,sadness
user_1481,"Honestly, Lost my way for real",sent,sadness
user_1482,"I have to tell you, Lost my absolutely way...",sent,sadness
user_1483,"Honestly, Lost completely my way at the moment",sent,sadness
user_1484,"Hey, Lost my way today",sent,sadness
user_1485,Drowning in tears,sent,sadness
user_1486,"I have to tell you, Drowning in extremely tears honestly",sent,sadness
user_1487,"To be honest, Drowning in tears seriously",sent,sadness
user_1488,"Listen, Drowning really in tears!",sent,sadness
user_1489,"I have to tell you, Drowning in tears for real",sent,sadness
user_1490,"You know what, Drowning in tears",sent,sadness
user_1491,"I just want to say, Drowning in tears at the moment",sent,sadness
user_1492,"I just want to say, Drowning in tears seriously",sent,sadness
user_1493,"Just so you know, Drowning in tears for real",sent,sadness
user_1494,"Just so you know, Drowning in tears!",sent,sadness
user_1495,"Hey, Drowning in tears today",sent,sadness
user_1496,World feels gray,sent,sadness
user_1497,"Hey, World feels gray honestly",sent,sadness
user_1498,"Just so you know, World feels gray right now",sent,sadness
user_1499,"Just so you know, World feels gray right now",sent,sadness
user_1500,"Honestly, World feels gray",sent,sadness
user_1501,"Hey, World feels gray",sent,sadness
user_1502,"Just so you know, World feels gray today",sent,sadness
user_1503,"Just so you know, World feels gray for real",sent,sadness
user_1504,"Listen, World feels gray today",sent,sadness
user_1505,"Just so you know, World feels gray today",sent,sadness
user_1506,"Just so you know, World truly feels gray...",sent,sadness
user_1507,Numb with sadness,sent,sadness
user_1508,"To be honest, Numb truly with sadness!",sent,sadness
user_1509,"I have to tell you, Numb with sadness for real",sent,sadness
user_1510,"You know what, Numb with sadness!!",sent,sadness
user_1511,Numb really with sadness!,sent,sadness
user_1512,"Just so you know, Numb with incredibly sadness today",sent,sadness
user_1513,"Honestly, Numb extremely with sadness today",sent,sadness
user_1514,"I have to tell you, Numb extremely with sadness seriously",sent,sadness
user_1515,"Listen, Numb with sadness today",sent,sadness
user_1516,"You know what, Numb utterly with sadness today",sent,sadness
user_1517,"To be honest, Numb with sadness today",sent,sadness
user_1518,Aching inside,sent,sadness
user_1519,"To be honest, Aching inside for real",sent,sadness
user_1520,"You know what, Aching inside at the moment",sent,sadness
user_1521,"To be honest, Aching inside today",sent,sadness
user_1522,"Honestly, Aching inside...",sent,sadness
user_1523,"To be honest, Aching inside honestly",sent,sadness
user_1524,"Hey, Aching inside at the moment",sent,sadness
user_1525,Aching inside for real,sent,sadness
user_1526,"Hey, Aching inside right now",sent,sadness
user_1527,"You know what, Aching inside...",sent,sadness
user_1528,"Honestly, Aching inside!!",sent,sadness
user_1529,Melancholy mood,sent,sadness
user_1530,"I have to tell you, Melancholy mood honestly",sent,sadness
user_1531,"Listen, Melancholy mood at the moment",sent,sadness
user_1532,"I have to tell you, Melancholy mood at the moment",sent,sadness
user_1533,"You know what, Melancholy mood at the moment",sent,sadness
user_1534,Melancholy mood seriously,sent,sadness
user_1535,Melancholy mood right now,sent,sadness
user_1536,"Just so you know, Melancholy mood seriously",sent,sadness
user_1537,"Listen, Melancholy mood today",sent,sadness
user_1538,"Hey, Melancholy mood",sent,sadness
user_1539,Melancholy mood,sent,sadness
user_1540,Sorrowful times,sent,sadness
user_1541,"Honestly, Sorrowful times right now",sent,sadness
user_1542,"Listen, Sorrowful times for real",sent,sadness
user_1543,"Listen, Sorrowful times today",sent,sadness
user_1544,Sorrowful times,sent,sadness
user_1545,"You know what, Sorrowful times!",sent,sadness
user_1546,"Listen, Sorrowful times right now",sent,sadness
user_1547,"Just so you know, Sorrowful times",sent,sadness
user_1548,Sorrowful times!,sent,sadness
user_1549,"Hey, Sorrowful times right now",sent,sadness
user_1550,"I have to tell you, Sorrowful times!",sent,sadness
user_1551,Grief overwhelming,sent,sadness
user_1552,"I just want to say, Grief overwhelming...",sent,sadness
user_1553,"To be honest, Grief overwhelming!",sent,sadness
user_1554,"Hey, Grief overwhelming...",sent,sadness
user_1555,"I have to tell you, Grief overwhelming!",sent,sadness
user_1556,Grief overwhelming at the moment,sent,sadness
user_1557,"To be honest, Grief overwhelming today",sent,sadness
user_1558,"You know what, Grief overwhelming",sent,sadness
user_1559,"Hey, Grief overwhelming today",sent,sadness
user_1560,Grief overwhelming,sent,sadness
user_1561,Grief overwhelming...,sent,sadness
user_1562,Can't shake this sadness,sent,sadness
user_1563,"I have to tell you, Can't shake this absolutely sadness",sent,sadness
user_1564,"Just so you know, Can't shake this truly sadness honestly",sent,sadness
user_1565,"I have to tell you, Can't shake this sadness seriously",sent,sadness
user_1566,"Just so you know, Can't completely shake this sadness today",sent,sadness
user_1567,"To be honest, Can't shake totally this sadness right now",sent,sadness
user_1568,"You know what, Can't shake this sadness right now",sent,sadness
user_1569,"I have to tell you, Can't absolutely shake this sadness honestly",sent,sadness
user_1570,"Honestly, Can't really shake this sadness today",sent,sadness
user_1571,"You know what, Can't shake this sadness seriously",sent,sadness
user_1572,"Just so you know, Can't shake this sadness at the moment",sent,sadness
user_1573,Heavy burden,sent,sadness
user_1574,"Honestly, Heavy burden for real",sent,sadness
user_1575,"Just so you know, Heavy burden",sent,sadness
user_1576,"Just so you know, Heavy burden seriously",sent,sadness
user_1577,"Just so you know, Heavy burden for real",sent,sadness
user_1578,"Hey, Heavy burden",sent,sadness
user_1579,"I have to tell you, Heavy burden at the moment",sent,sadness
user_1580,"I just want to say, Heavy burden",sent,sadness
user_1581,"Just so you know, Heavy burden",sent,sadness
user_1582,"You know what, Heavy burden for real",sent,sadness
user_1583,"Honestly, Heavy burden honestly",sent,sadness
user_1584,Tears streaming,sent,sadness
user_1585,"You know what, Tears streaming at the moment",sent,sadness
user_1586,"Listen, Tears streaming seriously",sent,sadness
user_1587,"Honestly, Tears streaming at the moment",sent,sadness
user_1588,"Hey, Tears streaming today",sent,sadness
user_1589,"To be honest, Tears streaming",sent,sadness
user_1590,"I have to tell you, Tears streaming honestly",sent,sadness
user_1591,"Honestly, Tears streaming!",sent,sadness
user_1592,"I just want to say, Tears streaming right now",sent,sadness
user_1593,"Listen, Tears streaming seriously",sent,sadness
user_1594,"Hey, Tears streaming right now",sent,sadness
user_1595,Heart feels empty,sent,sadness
user_1596,"Just so you know, Heart feels empty at the moment",sent,sadness
user_1597,"To be honest, Heart feels empty honestly",sent,sadness
user_1598,"To be honest, Heart feels empty right now",sent,sadness
user_1599,"You know what, Heart feels empty!",sent,sadness
user_1600,"I just want to say, Heart really feels empty right now",sent,sadness
user_1601,Heart feels empty honestly,sent,sadness
user_1602,"Honestly, Heart feels empty...",sent,sadness
user_1603,"You know what, Heart feels empty...",sent,sadness
user_1604,"You know what, Heart feels empty!!",sent,sadness
user_1605,Heart completely feels empty today,sent,sadness
user_1606,Missing piece of me,sent,sadness
user_1607,"You know what, Missing piece of me right now",sent,sadness
user_1608,"Hey, Missing piece of me",sent,sadness
user_1609,"Just so you know, Missing piece of completely me for real",sent,sadness
user_1610,"Honestly, Missing piece extremely of me honestly",sent,sadness
user_1611,"Hey, Missing piece of me",sent,sadness
user_1612,"Hey, Missing piece of me...",sent,sadness
user_1613,"Hey, Missing piece utterly of me at the moment",sent,sadness
user_1614,"Hey, Missing piece of me right now",sent,sadness
user_1615,"I have to tell you, Missing very piece of me today",sent,sadness
user_1616,"I have to tell you, Missing piece of me...",sent,sadness
user_1617,Sadness consuming,sent,sadness
